GJ1001A;12814.5643072
HIP439;7628.27827968
HIP523;9730.01951176
GJ3009;10936.4539805
HIP1242;12998.186476
GJ3018;7268.956849
HIP1696;6922.34963942
HIP1720;10885.123851
HIP1734;8654.40818956
HIP1842;9431.6809495
LTT00220;10448.2183154
GJ1012;12171.9785847
GJ1013;11211.4861797
LTT00313;8912.33371168
HIP3261;6451.39888428
GJ3049;14170.2287411
L087-002;11396.191016
HIP4569;11449.9297721
LP707-016;11840.2788222
HIP5496;10389.8038863
HIP5643;17729.8078664
HIP5812;7869.72886255
HIP6005;8536.78300359
HIP6351;6301.07162496
HIP7170;7624.896216
GJ0065;26406.7934169
GJ3113;12372.8209002
L294-092;12428.6775096
L173-039;9021.14765244
HIP8691;8460.96506948
HIP8768;6460.50706028
LTT01010;8201.53658187
L088-043;10133.0061498
GJ3131;9279.035976
HIP9724;9533.03372962
HIP9786;10313.060855
GJ0085;8210.10058176
HIP10072;9725.46542377
GJ3141;9710.89327177
HIP10395;8197.05831788
GJ3145;11106.7219804
HIP10617;11653.5553814
HIP10812;9475.23343424
L225-057;13292.367781
HIP11964;7092.62877344
HIP12261;11871.6666835
GJ1050;9750.373031
LP993-115;13404.9300493
HIP13218;8271.10373401
HIP13389;9808.52008994
GJ3192;12050.5229761
HIP14165;9241.46918271
GJ3198;12697.0289492
HIP14555;6966.350664
G0J130;8397.149264
LP831-045;11942.409766
LP831-068;8534.63865159
LP994-096;10334.006871
GJ3218;8644.84506956
HIP16536;9904.60273695
GJ3243;9975.72272004
HIP17695;9827.94962593
GJ1065;12948.0067841
GJ3263;12239.5951672
HIP19394;10753.2617129
HIP21086;9203.57770052
LP834-032;12627.789944
L591-042;9482.23517024
HIP21556;8397.149264
LP715-039;11508.9623827
LP776-025;10771.1914009
HIP22762;8812.843725
GJ3323;15268.9487185
HIP23452;6474.65382189
HIP23512;10936.4539805
HIP23932;12184.5959447
HIP24186;7019.56837179
GJ1077;10452.8482274
L449-001;13208.1983831
LP717-036;12242.1186392
GJ0204.2;10022.3079609
HIP25878;6940.21061132
GJ3357;13980.809976
LP837-019;9570.18696116
HIP27359;8110.13036914
HIP28035;9497.24563424
LTT2449;20681.2092091
HIP29052;10588.1073808
HIP29295;6976.693304
GJ1088;12060.5410401
HIP30920;16529.19797
HIP31293;9816.09050593
HIP31300;10073.957777
HIP31555;6847.4781502
LP780-032;13021.238932
HIP31862;6798.91384288
LP453-31;9299.699976
LP780-023;10394.5854463
NLTT16977;11810.9236782
L597-018;11428.3771641
LP382-56;9192.28726052
HIP33499;11203.4608197
HIP34104;11347.2911009
LHS0225;13006.211836
HIP34361;8606.51285812
LP840-016;8105.27298514
L136-037;11096.5522684
HIP36338;10763.7347209
HIP36349;8003.821595
GJ3455;10974.7306188
L528-016;9825.65362594
HIP37217;10642.8749523
L034-026;10816.792665
GJ3466;14548.1300003
HIP39987;10379.7858223
GJ0300;15066.2215909
GJ0301;6230.82265144
GJ3492;9760.846039
LP843-016;8572.86401664
L098-059;10173.1735249
GJ3500;12062.9507761
LTT03201;8581.51724864
GJ0317;11881.3814515
HIP43708;10697.9263731
HIP44722;6566.85637076
GJ3543;8309.63810012
GJ3545;12010.611459
HIP45908;7120.03062312
HIP46488;9513.90748962
HIP46706;9871.46606208
HIP47103;9189.91543652
HIP47425;10713.4084131
HIP47619;9567.73931316
GJ1128;16915.2921773
HIP47780;8776.10013066
GJ1129;13553.8171868
LTT03613;12189.3775047
HIP48336;7170.43233665
LTT03616;8995.47462044
HIP48477;9048.65239338
HIP48659;11697.6362606
HIP48904;12251.8334072
HIP49091;10502.1347558
HIP49969;9366.57137388
HIP49986;8401.779176
HIP50341;7584.35829651
L392-039;7924.47512192
HIP50808;6990.30669859
L142-086;7225.38677952
HIP51007;7886.33163055
LTT03877;10445.8464914
HIP52186;9526.14572962
HIP52190;10549.1056291
HIP52296;7065.35335579
HIP52596;8394.77744
GJ3634;9143.34925991
HIP54373;6746.14702535
HIP54532;8778.54777866
HIP55042;10422.7940354
HIP55066;6170.058741
HIP55119;6172.316829
LP792-017;9299.699976
HIP56157;11570.8033573
HIP56244;12312.2032119
L324-051;9523.77390562
HIP56466;7207.77701952
L066-086;7627.154304
HIP56528;8273.475558
GJ438;7644.21526368
HIP57361;8693.17304845
HIP57459;9891.44764608
GJ3688;11168.9040826
HIP57959;9097.06484736
GJ3698;10780.6028729
GJ3700;9521.36416962
LP734-030;9734.42195176
GJ3707;13429.5960893
HIP59406;10165.4893729
L018-022;13011.372516
L038-047;10130.6722378
HIP60559;8973.92201244
LP735-048;9903.06266208
GJ3728;8033.40114528
L327-121;11644.7505014
HIP61495;8615.77268212
HIP61629;10278.455376
GJ3737;15229.1085825
HIP61874;11498.4893747
GJ3747;10448.2183154
LP853-034;9281.483624
HIP62687;6190.29396608
LHS5231;12239.5951672
GJ3758;10889.829587
HIP63550;7513.3795801
LTT05031;10549.1056291
GJ3764;11805.8388222
WT0392;15510.7621554
GJ3777;11454.9388041
GJ3780;12822.0209872
HIP65520;7912.80556192
GJ0512;10448.2183154
GJ3796;8912.33371168
HIP66675;6242.30265145
HIP67164;12053.0843601
GJ3811;10872.696051
HIP67960;6970.601456
GJ3820;15049.6188229
HIP68469;7471.07952416
L106-015;10345.865991
HIP69285;7917.58712192
HIP69454;7754.45271104
GJ0545;11988.923835
HIP70956;6303.44344896
GJ0552.1;7215.24365436
HIP70975;12297.1761159
HIP71253;14683.850391
HIP72511;7759.46174304
LP859-011;8438.93490479
LP682-018;13478.0631386
GJ3900;13707.3832538
HIP74995;10556.3348371
HIP76074;9577.30243316
GJ0590;13612.1182234
GJ0592;13077.5482801
HIP76901;10915.5079645
HIP77349;9755.685359
HIP78353;7989.931859
HIP79431;10360.876455
GJ3945;11568.2798853
GJ0618;10438.5035474
HIP80268;6848.80609056
HIP80440;6560.19584276
HIP80824;12119.9780509
GJ3964;10110.6361098
GJ0633;10175.6590849
GJ0634;8543.26476864
HIP82256;8021.45812374
HIP82283;7928.87756192
HIP82817;10047.775257
HIP82834;6071.43428412
GJ0645;7877.07180655
GJ1207;13136.2127859
HIP84051;7450.40479837
HIP84123;10870.096755
HIP84212;6801.36149087
HIP84277;10887.495675
LP687-017;10235.3875718
GJ3999;12025.356539
GJ4005;9333.67706989
GJ1218;13415.2514093
HIP85523;9562.73028116
GJ4004;11932.694998
HIP85647;6613.94006112
HIP86057;8822.861789
HIP86214;14332.3652316
L204-148;11625.3209654
GJ0690.1;9074.01239136
HIP86961;8348.41499761
LTT07077;14812.0917437
HIP86990;10875.257435
GJ4036;8068.17770528
HIP88574;7651.67194368
L043-072;16419.4212744
LTT07246;9097.06484736
GJ0714;6781.82216964
HIP91430;9097.06484736
HIP91608;7706.35475708
LHS5341;15063.9635029
LTT07419;7152.03723836
GJ4074;13064.3622401
GJ4077;9758.284655
L345-091;10125.8906778
HIP92403;13144.0106739
GJ4078;13700.6089898
L489-043;13470.1515146
GJ0732;13016.381548
GJ0737;6867.2109822
HIP93206;9376.58943788
HIP94739;6707.54514153
GJ0754;15339.0946082
GJ4102;12177.1392647
GJ4112;11760.1806804
LP925-037;10022.3079609
HIP98811;9030.72270537
HIP99150;11109.1696284
HIP99701;6472.24408589
L209-071;12450.0239256
HIP100490;6286.63908337
HIP100923;10083.369249
GJ1252;8810.244429
L755-019;11886.0113635
LP567-63;10292.800056
HIP102235;7766.69095104
HIP102409;7656.45350368
GJ4154;10331.521311
GJ0808;8177.62878187
HIP103039;14036.6602023
GJ0810;13664.4842298
HIP103388;9929.26877695
HIP103800;9673.46134272
HIP103910;11805.8388222
HIP104059;7463.50910816
HIP104432;7539.01464372
HIP104644;8904.87703168
HIP105090;6033.05675588
HIP105932;7106.14088712
GJ4197;9616.84449435
HIP106255;16209.750641
HIP106440;8026.46715574
GJ4207;12062.9507761
GJ1263;13136.2127859
HIP107705;7227.41739552
HIP107711;10280.940936
GJ4222;10396.9193583
HIP108569;7377.10330724
GJ0843;11271.9792133
GJ4248;12370.3732522
HIP108890;8690.76331245
HIP109388;10665.5862003
LP875-068;6509.81702784
HIP110534;7347.70178688
GJ9780;12440.9157496
HIP111391;9094.65511136
HIP111571;6819.57784287
GJ4288;8914.74344768
HIP111766;12682.2293252
GJ0866;26853.1513463
HIP111802;8468.76295748
GJ0874;8481.00119748
LP932-081;10938.9016285
HIP112978;8647.29271756
HIP113020;12950.4923441
HIP113229;10061.340417
HIP114046;6980.564976
LTT09388;10889.829587
GJ4316;10880.266467
HIP114719;7030.00601268
HIP116003;11052.1293156
LTT09582;11587.4061253
LTT09596;10831.592289
GJ4352;8959.90149905
HIP116645;9150.35099591
HIP117828;9159.1558759
HIP117966;9106.32467136
LP764-040;9145.72108391
GJ4386;10995.3733388
GJ4387;12957.7215521
